community_id,community_name,state,year,population,youth_population,median_income,poverty_rate,pct_bachelors,tennis_courts_per_100k,pop_density,d1_players,noise_1,noise_2,noise_3,noise_4,noise_5,noise_6,d1_rate_per_100k
C0192,AZ Community 192,AZ,2023,114737,22489,76712,22.93,34.17,2.91,640.8,0,0.9247,1.2828,0.5998,-0.9367,0.6592,0.6372,0.0
C0193,OH Community 193,OH,2023,68469,16124,49485,31.41,16.16,0.05,1536.4,0,1.0672,-1.9127,1.5776,0.6043,3.2934,-1.884,0.0
C0194,OH Community 194,OH,2023,129219,37679,97776,18.07,39.87,4.187,1550.7,1,-0.0743,0.0266,0.0536,0.967,0.2099,-0.9478,0.7739
C0195,CO Community 195,CO,2023,75646,14781,86445,27.79,54.67,1.716,270.4,0,0.7547,-0.358,0.4886,1.201,-1.7464,0.3694,0.0
C0196,NC Community 196,NC,2023,256628,73195,79816,20.73,55.45,1.654,125.1,2,-0.4738,-0.508,-0.3154,-0.4048,-0.0032,0.3379,0.7793
C0197,OR Community 197,OR,2023,78703,18486,70751,21.96,26.48,6.071,1155.0,0,-0.9745,-1.148,1.3606,-1.5682,-0.941,1.6732,0.0
C0198,CO Community 198,CO,2023,29850,6567,54408,32.95,36.61,0.05,120.6,0,0.5359,-0.972,-1.0149,-0.6716,1.0985,-1.3576,0.0
C0199,WI Community 199,WI,2023,24668,5177,113584,20.28,51.49,4.891,266.9,0,0.3428,0.1665,-0.6267,-0.7456,0.1304,1.1223,0.0
C0200,NC Community 200,NC,2023,20097,3895,45447,36.48,30.1,3.729,534.5,0,0.2259,0.0854,-0.6869,1.1976,0.142,-0.5862,0.0
C0201,CO Community 201,CO,2023,55277,11710,57690,26.11,40.13,1.31,482.8,0,-0.5045,-0.649,-0.9041,-0.6119,1.6221,-0.2374,0.0
C0202,MO Community 202,MO,2023,66445,13641,88634,22.37,43.38,5.168,673.5,0,-0.3818,0.3995,1.1306,-1.1131,0.2338,0.2063,0.0
C0203,CO Community 203,CO,2023,10226,2266,66091,25.82,35.82,0.05,308.5,0,-0.2288,-0.907,0.0524,-0.1718,0.852,-0.8074,0.0
C0204,MO Community 204,MO,2023,38086,9257,82668,29.97,38.57,2.557,557.6,0,0.8039,0.1149,0.0297,1.4354,-1.7053,1.6925,0.0
C0205,FL Community 205,FL,2023,25255,4527,88590,27.37,30.34,2.374,736.2,0,0.1802,-0.0208,-1.3831,1.0957,-0.5952,-0.7798,0.0
C0206,WI Community 206,WI,2023,40299,8378,59218,26.41,24.98,3.429,421.3,0,0.0449,0.4808,0.562,-1.3247,1.7833,1.374,0.0
C0207,PA Community 207,PA,2023,356534,65901,68670,28.18,27.28,3.388,579.8,0,0.4435,1.9208,-0.4897,0.9195,0.5218,-1.2538,0.0
C0208,TX Community 208,TX,2023,46447,9660,97829,16.68,32.84,3.912,2593.4,0,0.0945,-0.9901,1.1219,-0.2804,-1.5443,1.4642,0.0
C0209,NC Community 209,NC,2023,35165,7421,74217,26.33,26.95,2.501,7361.8,0,-0.1921,0.1978,0.1364,-1.228,-0.2587,-0.1529,0.0
C0210,TN Community 210,TN,2023,28263,6675,104090,22.25,42.41,1.705,354.3,0,0.5836,-0.268,-0.0238,-1.9634,-1.0015,-0.5608,0.0
C0211,GA Community 211,GA,2023,47379,9193,92311,16.34,39.13,3.591,1724.4,1,0.114,0.0052,-0.4779,-0.5131,0.6234,-0.0744,2.1106
C0212,NY Community 212,NY,2023,50802,12583,61875,28.06,33.48,2.55,115.7,0,0.8024,-1.2265,-0.3219,-0.2882,-0.1972,-0.8491,0.0
C0213,VA Community 213,VA,2023,183955,37871,97617,16.85,39.06,3.3,1356.6,0,1.1107,0.3939,-1.8358,0.1317,0.9712,-1.285,0.0
C0214,WI Community 214,WI,2023,36266,7394,75533,35.58,35.69,3.558,3213.5,0,0.6742,-0.005,0.0092,1.6356,0.1958,-0.6667,0.0
C0215,NY Community 215,NY,2023,31892,6682,50461,36.5,25.38,1.412,201.6,0,-1.1612,1.624,0.6764,-1.2605,0.5697,0.6924,0.0
C0216,FL Community 216,FL,2023,16956,3998,41289,27.8,19.09,0.05,761.9,0,0.6326,0.6452,-0.1245,-0.255,0.4339,1.4571,0.0
C0217,OR Community 217,OR,2023,25808,5571,70559,31.8,29.51,2.579,528.7,0,-0.9339,-1.0292,-0.0972,-1.0635,-1.3256,0.0301,0.0
C0218,MI Community 218,MI,2023,95824,18602,83012,27.17,39.77,3.193,2132.3,0,-1.036,0.3704,0.2958,-2.7026,-0.376,-1.9759,0.0
C0219,VA Community 219,VA,2023,58704,13164,33456,38.39,29.42,0.414,592.2,0,-0.3192,0.0994,-0.1654,0.6431,2.2667,1.3787,0.0
C0220,GA Community 220,GA,2023,171002,36067,53260,29.35,27.95,1.304,523.1,0,-0.251,-0.0946,-0.0061,2.0305,-1.2704,0.4111,0.0
C0221,NY Community 221,NY,2023,54292,10931,81446,29.59,30.08,3.738,301.0,0,-0.7151,1.5209,2.0529,-0.4026,0.6522,-0.2944,0.0
C0222,MO Community 222,MO,2023,37232,7765,100408,14.7,41.62,0.05,739.6,0,-0.1661,-0.8948,0.3166,0.2374,1.5071,0.4343,0.0
C0223,GA Community 223,GA,2023,75084,14408,33468,35.21,30.89,2.01,833.3,0,0.0503,0.2671,0.8373,-0.6768,-0.248,-2.2151,0.0
C0224,WI Community 224,WI,2023,70458,16639,59685,32.43,37.31,3.488,627.7,0,-0.9676,-0.2245,-1.3976,-0.3625,0.5284,1.3161,0.0
C0225,CO Community 225,CO,2023,140423,28660,60277,29.13,42.81,3.023,1079.4,0,0.7051,-0.7398,0.4629,0.4493,-2.3224,-0.4634,0.0
C0226,NY Community 226,NY,2023,63574,14568,33444,33.83,16.69,1.783,148.0,0,-0.2311,0.1204,0.9006,1.2923,1.1286,0.5427,0.0
C0227,GA Community 227,GA,2023,59284,12572,51332,42.91,26.03,0.888,250.9,0,0.9798,-0.5684,-2.5357,-1.7216,1.2238,-0.1014,0.0
C0228,WA Community 228,WA,2023,98235,17897,75154,22.99,48.36,1.664,2566.1,0,-0.5062,-0.0729,0.4912,-1.1173,-0.2532,0.5122,0.0
C0229,TN Community 229,TN,2023,96522,20114,64928,25.45,40.71,1.429,188.1,0,-0.8763,0.123,-0.6164,1.4077,-2.1591,1.3013,0.0
C0230,NY Community 230,NY,2023,79026,16827,99383,14.66,42.76,5.435,1649.4,0,1.0737,-1.254,-0.0681,0.8888,-1.0223,-0.7219,0.0
C0231,CO Community 231,CO,2023,509672,96581,125004,19.32,50.5,4.307,279.1,4,0.3854,-0.4053,0.5254,0.509,0.0708,0.1805,0.7848
C0232,PA Community 232,PA,2023,237549,57132,56326,34.33,31.67,4.085,1340.1,0,-1.3895,-0.5456,0.0166,0.6975,-0.8209,-0.82,0.0
C0233,GA Community 233,GA,2023,190451,46017,52575,28.77,17.95,0.791,234.2,0,-0.7869,-1.7322,1.2948,0.8266,0.7406,0.403,0.0
C0234,MA Community 234,MA,2023,28569,5205,50700,28.17,26.59,3.807,163.4,0,0.7049,-0.3931,-1.5272,-0.3231,-0.0576,2.1702,0.0
C0235,MA Community 235,MA,2023,137423,29077,96101,17.71,38.54,5.402,1850.8,0,-1.8073,-3.3649,1.5573,-1.5172,1.7404,0.0161,0.0
C0236,GA Community 236,GA,2023,60648,12826,103258,19.13,51.35,4.55,505.9,3,-0.7907,-0.8694,0.6189,0.1805,1.3062,-0.6016,4.9466
C0237,VA Community 237,VA,2023,14794,3563,66861,26.49,35.15,5.855,1941.0,0,2.0172,1.8188,-1.6318,-1.8031,1.3006,-0.5584,0.0
C0238,MI Community 238,MI,2023,43973,8622,42302,30.35,6.54,0.05,516.2,0,0.0659,-0.3322,0.7106,0.7144,-2.7296,-0.2335,0.0
C0239,IL Community 239,IL,2023,37659,6269,63102,26.11,20.48,1.654,432.6,0,-2.0904,0.4623,-1.3143,0.4912,-0.7475,-0.7065,0.0
C0240,AZ Community 240,AZ,2023,74876,14474,88712,19.15,22.24,3.465,511.6,0,0.7066,-1.7141,-0.107,0.908,-0.8726,-1.5852,0.0
C0241,MN Community 241,MN,2023,69018,15167,73465,27.72,41.82,1.384,1707.6,0,0.0778,1.2408,-0.724,-1.2758,-0.2108,0.0685,0.0
C0242,MI Community 242,MI,2023,60765,14945,56673,32.07,32.86,5.313,1694.3,0,-1.6866,0.2383,2.003,0.6759,-1.3845,-0.5508,0.0
C0243,TX Community 243,TX,2023,77255,16401,41104,22.17,36.5,4.344,510.0,0,-0.6447,-0.3665,1.398,-0.5692,-0.2668,-0.2363,0.0
C0244,VA Community 244,VA,2023,168489,35099,52246,27.1,28.64,0.433,283.3,0,-0.2451,-0.0124,0.9281,1.7327,-0.0256,-0.305,0.0
C0245,FL Community 245,FL,2023,67408,12174,48720,33.05,19.38,0.05,1020.4,0,-0.0811,-0.8487,2.089,-0.2646,-1.373,0.1634,0.0
C0246,NY Community 246,NY,2023,137587,32492,77170,22.44,36.2,4.42,289.0,0,-1.9167,-1.2377,0.861,0.7888,0.4817,0.4572,0.0
C0247,PA Community 247,PA,2023,133838,30974,53006,32.81,41.18,1.297,1678.6,0,-0.2733,1.4254,-0.4863,-0.2903,-0.2014,0.327,0.0
C0248,IL Community 248,IL,2023,136609,23175,65102,28.55,30.22,0.05,1056.4,0,-0.8654,-0.0764,2.368,-0.1262,0.009,-0.8054,0.0
C0249,CA Community 249,CA,2023,76946,19288,93543,20.11,35.24,3.411,703.1,1,0.5798,0.0841,0.3535,0.5266,-0.4856,0.2177,1.2996
C0250,OR Community 250,OR,2023,199925,39474,101885,22.35,43.43,3.241,149.0,1,1.1221,1.3609,0.3729,2.6576,-2.1746,-0.7705,0.5002
C0251,TN Community 251,TN,2023,44535,9489,74221,16.67,35.01,5.959,526.3,0,-1.3556,-1.9616,-0.5384,-0.3301,1.0522,0.0215,0.0
C0252,NY Community 252,NY,2023,104584,22128,74902,29.13,30.06,5.371,432.1,0,0.9986,-0.8622,0.7878,-0.7905,-0.7517,0.4874,0.0
C0253,CA Community 253,CA,2023,341884,86738,97104,16.01,34.54,3.042,6876.0,0,-0.1908,1.2044,-0.7094,0.108,0.6563,0.0636,0.0
C0254,CO Community 254,CO,2023,45108,8956,88206,20.81,44.39,1.971,866.7,0,1.1765,-0.0872,-0.4685,0.8616,0.2526,-0.4351,0.0
C0255,GA Community 255,GA,2023,64775,11846,54385,30.59,36.9,1.893,204.6,0,-0.3343,-0.2464,0.7659,-1.1737,1.1064,-0.7328,0.0
C0256,TX Community 256,TX,2023,53017,14341,51537,21.85,14.97,2.698,340.3,0,1.6283,0.2369,-1.2028,-1.6337,-0.277,-1.3064,0.0
C0257,WA Community 257,WA,2023,48411,8896,65016,32.36,30.24,2.713,487.4,0,-1.0263,0.3643,-0.5674,-0.3586,0.9965,1.9725,0.0
C0258,GA Community 258,GA,2023,132503,29394,92845,27.88,43.67,5.223,280.0,0,-0.0658,-1.5783,-0.8863,-1.314,0.9095,1.2342,0.0
C0259,NC Community 259,NC,2023,74523,15626,56777,26.36,33.23,5.317,1378.0,0,-0.1732,-1.092,0.9622,0.5079,-2.2504,-0.7509,0.0
C0260,IL Community 260,IL,2023,102191,23416,84286,23.63,32.33,1.93,231.9,0,-1.2154,-0.0033,0.6665,-0.8006,2.1259,0.5216,0.0
C0261,OH Community 261,OH,2023,38440,9425,72314,23.72,41.29,1.963,330.0,0,-1.2991,1.8148,0.5424,-0.742,1.3869,0.8058,0.0
C0262,IL Community 262,IL,2023,24985,4460,70430,23.74,30.75,2.975,41.9,0,0.3368,-1.4756,-0.7568,-0.3691,0.3832,-0.4069,0.0
C0263,NY Community 263,NY,2023,160711,34316,87176,21.89,45.44,5.924,219.8,3,2.2599,1.3832,2.3944,-0.489,1.8228,0.041,1.8667
C0264,CO Community 264,CO,2023,43937,11923,90237,23.31,39.03,1.444,288.4,0,-0.8892,0.9207,0.7401,-1.31,-0.022,-0.6219,0.0
C0265,WI Community 265,WI,2023,52317,11553,52741,27.53,37.04,1.588,786.5,0,-0.3143,-0.2232,0.3856,-0.0712,1.3275,-0.2466,0.0
C0266,GA Community 266,GA,2023,127439,26239,84804,27.02,42.6,4.367,3569.7,0,-0.1426,-0.5955,1.7077,0.7802,1.9239,-0.5154,0.0
C0267,VA Community 267,VA,2023,23731,4870,43880,35.73,23.56,0.05,300.2,0,0.0477,-0.0164,-1.053,-1.3165,0.6236,0.4711,0.0
C0268,WA Community 268,WA,2023,31492,6669,99579,24.21,34.44,0.866,1042.1,0,0.3961,-0.921,0.7522,-1.508,-0.1615,-1.2272,0.0
C0269,CO Community 269,CO,2023,27734,6323,87212,25.25,29.53,5.668,849.8,0,-0.2729,-1.3537,-0.1143,1.4711,1.5762,0.4595,0.0
C0270,AZ Community 270,AZ,2023,37721,9294,29860,36.9,14.93,0.05,3280.2,0,-1.6324,0.4779,-2.2238,-0.8625,0.055,1.4803,0.0
C0271,MA Community 271,MA,2023,76532,19622,51541,34.45,19.73,3.256,3904.4,0,0.4504,0.1151,-0.7951,0.4267,-0.7495,-0.7183,0.0
C0272,FL Community 272,FL,2023,56819,12033,55606,27.49,32.23,1.712,1432.6,0,-0.6429,-2.1609,2.2052,-0.7742,-0.8193,-0.465,0.0
C0273,GA Community 273,GA,2023,46150,9959,50795,27.75,13.48,2.472,1333.7,0,0.7497,-1.0388,0.9441,1.49,0.516,-2.3387,0.0
C0274,MO Community 274,MO,2023,130106,25794,54706,33.68,27.62,0.833,3701.4,1,-0.3422,-1.6298,1.0405,-1.2281,-1.3751,0.3527,0.7686
C0275,WI Community 275,WI,2023,59980,14012,74918,24.26,29.64,3.013,679.3,0,0.2188,1.6833,-0.0568,0.7689,0.618,-1.1005,0.0
C0276,NC Community 276,NC,2023,70249,15006,85771,18.49,43.86,3.17,803.6,0,1.7138,1.1897,-0.0287,0.8993,-0.6038,1.2735,0.0
C0277,WA Community 277,WA,2023,86933,21791,83906,18.04,35.58,3.373,617.1,1,-0.1246,-1.616,0.8343,-0.6544,0.0152,-1.0738,1.1503
C0278,OR Community 278,OR,2023,58479,14408,49888,27.28,33.79,2.744,1005.3,0,-0.2954,-0.2973,0.2198,0.2795,0.649,-1.4343,0.0
C0279,WA Community 279,WA,2023,160188,40415,80524,25.73,31.46,2.159,593.4,0,-1.0077,0.6819,1.2025,-1.4532,0.5839,1.405,0.0
C0280,MN Community 280,MN,2023,51452,11443,54446,32.66,23.53,1.503,1507.7,0,0.8266,-0.1807,0.1539,1.3695,2.3605,-1.9423,0.0
C0281,GA Community 281,GA,2023,26013,6679,74021,22.57,42.0,1.881,4558.5,0,-0.7379,1.5815,-1.415,-0.0646,0.7888,0.1717,0.0
C0282,CA Community 282,CA,2023,43562,8378,71197,26.81,33.51,3.292,3035.8,0,-0.8076,0.4946,1.1013,1.211,0.9974,0.0906,0.0
C0283,MN Community 283,MN,2023,26512,5602,80899,21.61,21.87,5.531,2288.5,0,0.5357,-0.3573,0.6259,0.1703,0.9008,-0.0465,0.0
C0284,PA Community 284,PA,2023,132038,31528,39228,31.49,24.34,0.05,199.5,0,-1.0881,-1.0245,-0.6838,1.5318,1.1226,-1.0778,0.0
C0285,CA Community 285,CA,2023,26952,6200,23553,34.84,11.07,0.293,379.3,0,-0.7032,0.7476,0.9885,-1.9309,0.6424,0.7354,0.0
C0286,NC Community 286,NC,2023,82576,15267,65750,21.5,31.32,5.639,225.6,0,-0.5929,1.161,-1.0011,-1.3057,-0.1697,0.9912,0.0
C0287,OH Community 287,OH,2023,73767,14277,95567,20.32,27.43,5.838,721.0,0,-0.9969,-0.3413,1.5717,-0.1884,-0.2594,-0.8455,0.0
C0288,FL Community 288,FL,2023,190294,45295,34620,38.09,19.02,0.05,403.0,0,-1.0141,-0.279,2.1703,-1.5962,2.2384,-1.043,0.0
C0289,AZ Community 289,AZ,2023,24332,5065,53180,35.25,29.22,3.188,4748.9,0,0.2392,1.2531,-0.3119,-0.2572,0.3548,-1.9748,0.0
C0290,AZ Community 290,AZ,2023,69311,16318,46950,32.54,16.59,0.05,1818.5,0,0.3153,-2.2387,-2.0029,0.0173,-0.037,0.8848,0.0
C0291,OH Community 291,OH,2023,40060,9596,79781,21.71,30.56,3.096,1943.2,0,-0.1042,0.0433,1.5392,0.4676,-0.4142,-1.0771,0.0
C0292,WI Community 292,WI,2023,55673,12186,82117,23.6,43.13,5.247,124.8,0,0.1089,0.5125,0.876,0.6949,-0.818,1.015,0.0
C0293,NY Community 293,NY,2023,40929,9812,67968,32.88,26.56,1.271,303.0,0,0.9984,0.3628,0.1222,1.0592,-1.3572,-1.0283,0.0
C0294,MO Community 294,MO,2023,42153,9213,58852,30.58,35.04,0.05,843.3,0,2.0545,-0.3795,-0.2852,1.0774,0.2884,-1.2827,0.0
C0295,MA Community 295,MA,2023,54323,12101,64154,32.38,23.75,6.577,247.0,0,-0.93,-0.4188,-0.6869,-0.2784,-1.0222,0.93,0.0
C0296,VA Community 296,VA,2023,17055,3938,85004,19.94,38.91,1.936,294.6,0,-0.6005,0.4157,-0.644,1.3384,-0.8546,1.1526,0.0
C0297,MA Community 297,MA,2023,50311,12092,35349,34.68,28.81,2.326,949.6,0,1.2258,0.7333,0.2332,-0.5807,0.0016,2.0547,0.0
C0298,CO Community 298,CO,2023,13207,3004,91448,23.15,59.71,3.759,2973.4,0,-0.285,1.9003,-0.8705,-0.3841,-0.1625,0.3814,0.0
C0299,CA Community 299,CA,2023,16269,3545,66080,28.46,27.96,2.338,745.7,0,0.4896,-0.4046,2.015,-0.0305,0.3877,-0.6702,0.0
C0300,IL Community 300,IL,2023,14103,2893,71856,16.12,46.96,1.141,278.8,0,0.0138,-1.8657,-2.0107,-1.8309,-0.4994,-1.2012,0.0
C0301,MO Community 301,MO,2023,35439,8004,64876,26.63,30.51,2.371,1708.1,0,0.3687,0.5458,-0.0441,0.2678,-1.3483,-0.4049,0.0
C0302,AZ Community 302,AZ,2023,148233,29495,40730,37.89,36.77,1.207,1219.8,0,0.2235,1.1909,0.6134,0.0955,-0.8258,-0.5813,0.0
C0303,WA Community 303,WA,2023,300492,64977,61756,21.88,32.7,3.932,1040.2,2,1.4247,0.4766,2.3386,-1.5466,-0.3777,0.5686,0.6656
C0304,FL Community 304,FL,2023,44952,9416,46323,25.29,19.42,4.174,138.2,0,-1.2076,0.6634,0.7982,0.8215,-1.5072,-0.5998,0.0
C0305,GA Community 305,GA,2023,40553,8936,48241,32.33,27.47,0.057,351.0,0,0.8056,-2.0279,0.1965,0.2109,0.0084,-0.5327,0.0
C0306,PA Community 306,PA,2023,30795,8145,112305,10.59,43.71,4.498,506.6,0,0.0402,2.0015,-0.9517,-0.7078,-0.4076,1.4314,0.0
C0307,WI Community 307,WI,2023,81906,17107,115355,16.63,51.95,3.058,264.2,0,0.6548,-0.9258,-1.8304,0.7666,-0.4805,0.8917,0.0
C0308,FL Community 308,FL,2023,36323,7186,69776,29.64,34.27,3.244,184.0,0,-0.8992,0.6562,1.0622,1.0678,1.5548,0.2431,0.0
C0309,TN Community 309,TN,2023,66942,14422,75146,23.16,40.34,1.976,4405.0,0,-1.0374,0.0092,0.0445,-0.602,-0.1657,-0.0499,0.0
C0310,OR Community 310,OR,2023,67818,12960,64366,29.93,41.58,3.903,1600.9,0,0.1617,0.2988,-1.4624,0.0645,0.0252,-2.0316,0.0
C0311,FL Community 311,FL,2023,128333,31045,71344,25.05,36.72,0.711,1267.3,0,1.63,-2.0507,-0.808,-0.2169,1.3353,0.3086,0.0
C0312,FL Community 312,FL,2023,25109,4825,103689,30.23,42.75,3.162,615.3,0,0.9148,-0.9706,-0.6407,1.4074,-0.5109,1.6931,0.0
C0313,GA Community 313,GA,2023,41878,7949,25578,35.11,6.0,2.388,1449.8,0,-1.3419,0.6071,-1.3648,0.489,0.7246,-1.1813,0.0
C0314,TN Community 314,TN,2023,70294,16391,54377,39.26,24.91,2.2,1106.4,0,0.3137,-0.5225,-0.9724,-0.1598,0.8997,0.0722,0.0
C0315,IL Community 315,IL,2023,81594,20611,95826,13.58,46.13,4.887,150.4,1,1.67,0.8542,1.6732,1.0118,0.6238,-0.1696,1.2256
C0316,TX Community 316,TX,2023,51398,13472,64702,31.37,33.82,0.05,4361.4,0,0.2746,-0.5704,0.7745,-0.3776,-0.2732,0.6962,0.0
C0317,AZ Community 317,AZ,2023,21383,4355,95321,20.55,52.43,5.703,199.8,0,1.3281,1.0228,-0.0686,0.9183,1.0765,0.2341,0.0
C0318,CA Community 318,CA,2023,78719,16805,50219,33.96,33.23,0.529,231.9,0,1.6432,0.3125,-0.2862,-0.4213,1.0078,-1.5078,0.0
C0319,MO Community 319,MO,2023,41367,9502,68143,24.1,29.65,3.523,344.5,0,-0.0483,-0.6931,-2.2177,-0.2927,-0.1756,0.1366,0.0
C0000,MN Community 000,MN,2024,90477,19140,38745,32.93,17.19,0.801,87.0,0,-1.322,1.201,1.243,-1.1995,-0.628,-1.6828,0.0
C0001,VA Community 001,VA,2024,55908,11138,79543,28.2,38.76,4.357,1824.5,0,0.2481,-0.912,1.7295,-0.4322,-1.0253,0.7907,0.0
C0002,TN Community 002,TN,2024,15212,3126,86519,24.0,40.63,0.773,254.5,0,0.6409,0.1982,-0.5679,-0.2871,-0.1224,-2.0031,0.0
C0003,VA Community 003,VA,2024,26561,5536,70085,30.76,31.2,1.856,2243.1,0,-2.0242,-0.5583,-0.9874,0.1477,-0.7484,1.1962,0.0
C0004,MA Community 004,MA,2024,103828,26326,84726,28.5,47.2,2.292,4296.1,0,-1.152,-1.4226,1.1614,-0.0336,-0.3321,0.5929,0.0
C0005,AZ Community 005,AZ,2024,145116,34888,79553,20.82,42.86,3.774,1017.2,1,-0.232,1.0438,1.3388,0.2481,-1.4708,-3.3174,0.6891
C0006,TX Community 006,TX,2024,59936,13799,75669,24.48,48.55,6.006,1095.8,0,0.3253,-0.0347,-0.7379,-0.3146,1.653,0.4366,0.0
C0007,WA Community 007,WA,2024,8682,2128,71526,26.49,26.5,2.981,39.4,0,-0.6129,-0.9392,-0.7579,1.0743,0.1444,-0.0488,0.0
C0008,MN Community 008,MN,2024,37786,7639,78379,18.25,36.72,2.245,220.5,0,0.8423,0.0068,0.6138,0.3712,0.7387,-0.0168,0.0
C0009,NY Community 009,NY,2024,59993,15788,85511,26.77,34.29,4.059,901.7,0,1.1459,-1.1134,1.4637,-0.7758,-0.906,2.8836,0.0
C0010,OR Community 010,OR,2024,53452,12388,85829,21.05,27.35,4.404,1652.7,0,-0.5243,1.1493,0.9213,0.0516,-0.3271,-0.1843,0.0
C0011,CO Community 011,CO,2024,123426,26765,23437,28.44,17.7,0.063,734.4,0,0.2707,-1.0576,-0.9256,0.9494,-1.7024,-0.3738,0.0
C0012,PA Community 012,PA,2024,197212,44155,57655,26.48,31.03,1.854,271.4,0,-2.4102,0.5235,-0.2527,1.1594,-0.4848,-2.7735,0.0
C0013,OR Community 013,OR,2024,92381,23862,80397,25.85,31.65,4.726,2964.5,0,-0.4512,1.1574,-0.4003,2.3557,-0.5574,1.5388,0.0
C0014,TN Community 014,TN,2024,95364,24103,40245,30.73,24.95,1.636,1199.6,0,0.1797,0.7021,0.3725,-0.515,2.0361,-1.432,0.0
C0015,MA Community 015,MA,2024,23721,5151,74422,27.66,31.31,1.659,2270.7,0,-1.3918,-1.5393,-0.1904,-0.3873,-1.6583,0.5737,0.0
C0016,AZ Community 016,AZ,2024,55390,12288,50218,31.6,21.17,1.039,1703.7,0,-1.4607,-0.0981,0.2082,-0.5045,-1.0603,-1.0016,0.0
C0017,MN Community 017,MN,2024,14558,3271,98740,25.41,37.42,4.279,1136.0,0,-1.7991,0.9005,-0.3212,0.943,-0.2739,1.5951,0.0
C0018,TX Community 018,TX,2024,59912,11409,73047,24.2,45.07,2.2,1220.6,0,-0.5973,-0.7488,0.7466,-0.6181,-0.1926,-1.0828,0.0
C0019,OH Community 019,OH,2024,66318,16206,61822,28.31,30.25,2.378,568.5,0,0.1242,0.7283,1.0603,0.8775,0.6466,-0.055,0.0
C0020,NC Community 020,NC,2024,200909,41085,82904,22.9,31.0,1.94,82.8,0,0.5343,-0.1332,0.8274,-0.2113,1.3197,-1.1435,0.0
C0021,FL Community 021,FL,2024,174186,29143,91502,27.66,49.35,3.575,1701.3,0,-0.865,1.4502,-0.3242,0.8386,1.4835,-0.2052,0.0
C0022,TX Community 022,TX,2024,213410,43177,82438,23.6,40.89,4.456,942.0,2,0.4829,0.8136,0.5115,-0.5318,1.6588,0.7902,0.9372
C0023,TN Community 023,TN,2024,86616,20208,61237,23.18,25.13,0.05,1865.8,0,0.2888,-0.1017,-0.6225,-0.4711,0.9766,0.8126,0.0
C0024,IL Community 024,IL,2024,13177,2905,40009,37.34,22.0,3.105,521.3,0,-0.0672,0.6469,0.5697,0.4021,1.1376,-1.8854,0.0
C0025,TX Community 025,TX,2024,126140,25979,78950,20.14,23.94,0.976,188.8,0,-0.8304,1.4904,0.8327,0.5303,1.8532,-1.0144,0.0
C0026,MN Community 026,MN,2024,170833,34378,84234,19.92,25.09,3.433,6780.2,0,1.2264,0.3731,-0.8605,-0.7707,0.1201,0.6349,0.0
C0027,AZ Community 027,AZ,2024,80839,15715,95534,23.4,45.81,4.909,439.5,0,-1.1377,0.7705,0.049,-0.0657,0.0127,0.3614,0.0
C0028,WA Community 028,WA,2024,172437,48302,86362,17.71,24.99,3.862,1173.2,2,-1.8589,-0.6562,0.6587,-0.8253,-0.711,0.8773,1.1598
C0029,NC Community 029,NC,2024,57999,10851,136106,12.12,66.25,5.774,1891.2,6,-1.055,0.4612,-0.5965,-1.6988,0.1283,1.5489,10.345
C0030,OH Community 030,OH,2024,72254,16993,70474,24.13,20.13,2.7,810.8,0,0.9624,0.9555,-1.2148,-0.353,-0.57,0.6694,0.0
C0031,MI Community 031,MI,2024,125333,22897,72413,27.12,43.59,5.334,251.8,0,1.1415,-0.9146,0.132,-0.996,0.9023,0.9064,0.0
C0032,MI Community 032,MI,2024,94826,22844,82455,28.43,41.79,2.004,383.5,0,0.3928,-1.1746,-0.5311,0.6898,0.7742,1.8475,0.0
C0033,MN Community 033,MN,2024,30788,6367,73997,18.13,29.2,4.388,1248.2,0,0.0243,0.0623,-2.0118,-0.962,0.2919,-1.8656,0.0
C0034,OH Community 034,OH,2024,41010,9158,36596,38.58,17.2,0.05,249.6,0,0.3081,-0.2475,1.2795,1.6252,0.0786,0.146,0.0
C0035,NC Community 035,NC,2024,89556,23372,69541,27.04,21.33,4.541,1939.2,0,0.2927,-1.8713,0.1352,-1.057,-1.034,0.7946,0.0
C0036,MA Community 036,MA,2024,174878,38703,67970,29.11,24.93,0.855,1569.0,0,-0.8277,-0.2761,0.0457,0.3073,-0.8542,0.2448,0.0
C0037,MI Community 037,MI,2024,49072,11124,78289,26.44,42.49,3.215,235.4,0,0.4653,2.4324,2.7662,-0.8231,-0.3184,0.6357,0.0
C0038,OH Community 038,OH,2024,71434,17746,118444,8.02,53.98,2.956,1793.0,0,0.2404,-0.9513,1.7283,1.1358,-0.5296,-1.861,0.0
C0039,NY Community 039,NY,2024,99416,21871,61504,22.02,19.44,2.345,2313.6,0,-0.1605,-0.752,-1.714,0.8847,0.946,0.5982,0.0
C0040,MN Community 040,MN,2024,62207,17150,46412,31.45,37.21,3.949,1754.8,0,1.412,0.7047,0.1393,0.3618,0.07,-1.7528,0.0
C0041,VA Community 041,VA,2024,134926,35648,97868,25.23,42.22,6.109,5564.2,1,0.2006,-1.1162,-1.2758,-0.1456,0.979,0.3003,0.7411
C0042,CO Community 042,CO,2024,50779,11063,96508,28.82,41.05,3.499,517.7,0,-0.3177,0.6534,0.3514,-1.1576,-0.4859,0.2667,0.0
